Date = 26.12.2018 0:00:00 	Squat = 0 	Press = 107,644 	Lift = 0 	Weight = 73 	Tonnage = 5630 	Another:                                                                Другое упражнение №1: Жим лёжа ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 12 повторений с весом 50 + 1 подходов по 10 повторений с весом 70 + 4 подходов по 8 повторений с весом 85 + 1 подходов по 6 повторений с весом 85 + 1 подходов по 10 повторений с весом 70 
Date = 30.12.2018 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 4732 	Another:                                                               Другое упражнение №1: Тяга штанги/гантелей к поясу/груди ; 1 подходов по 30 повторений с весом 15 + 1 подходов по 30 повторений с весом 20 + 4 подходов по 30 повторений с весом 25 + 1 подходов по 30 повторений с весом 15 Другое упражнение №2: Упражнение на плечи ; 1 подходов по 10 повторений с весом 4 + 4 подходов по 12 повторений с весом 4 Другое упражнение №3: Упражнение на пресс ; 1 подходов по 15 повторений с весом 0 + 1 подходов по 20 повторений с весом 0 + 3 подходов по 25 повторений с весом 0 + 1 подходов по 20 повторений с весом 0 + 1 подходов по 15 повторений с весом 0 
Date = 01.01.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 770 	Another:                                                              Другое упражнение №1: Отжимания на брусьях ; 1 подходов по 10 повторений с весом 0 + 1 подходов по 15 повторений с весом 0 + 1 подходов по 8 повторений с весом 10 + 1 подходов по 9 повторений с весом 10 + 1 подходов по 10 повторений с весом 10 + 1 подходов по 12 повторений с весом 10 + 3 подходов по 10 повторений с весом 10 + 1 подходов по 8 повторений с весом 10 
Date = 04.01.2019 0:00:00 	Squat = 101,312 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5100 	Another:                                                             Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 15 повторений с весом 50 + 1 подходов по 8 повторений с весом 80 + 4 подходов по 8 повторений с весом 80 + 1 подходов по 15 повторений с весом 50 Другое упражнение №2: Упражнение на пресс ; 1 подходов по 15 повторений с весом 0 + 4 подходов по 20 повторений с весом 0 + 1 подходов по 15 повторений с весом 0 
Date = 07.01.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 3980 	Another:                                                            Другое упражнение №1: Жим под 45 ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 12 повторений с весом 40 + 5 подходов по 10 повторений с весом 50 + 1 подходов по 15 повторений с весом 40 Другое упражнение №2: Подтягивания ; 1 подходов по 8 повторений с весом 0 + 2 подходов по 10 повторений с весом 0 + 1 подходов по 12 повторений с весом 0 + 1 подходов по 10 повторений с весом 0 + 1 подходов по 7 повторений с весом 0 + 1 подходов по 7 повторений с весом 0 
Date = 09.01.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5840 	Another:                                                           Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 15 повторений с весом 40 + 1 подходов по 12 повторений с весом 60 + 5 подходов по 8 повторений с весом 85 + 1 подходов по 12 повторений с весом 60 Другое упражнение №2: Упражнение на пресс ; 1 подходов по 15 повторений с весом 0 + 1 подходов по 20 повторений с весом 0 + 2 подходов по 25 повторений с весом 0 + 2 подходов по 15 повторений с весом 0 
Date = 11.01.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 3955 	Another:                                                          Другое упражнение №1: Жим под 45 ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 12 повторений с весом 40 + 5 подходов по 9 повторений с весом 55 + 1 подходов по 15 повторений с весом 40 
Date = 14.01.2019 0:00:00 	Squat = 113,976 	Press = 0 	Lift = 131,978 	Weight = 73 	Tonnage = 12000 	Another:                                                         Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 70 + 5 подходов по 8 повторений с весом 90 + 1 подходов по 15 повторений с весом 50 Другое упражнение №2: Становая тяга классикой ; 1 подходов по 10 повторений с весом 70 + 1 подходов по 10 повторений с весом 90 + 5 подходов по 6 повторений с весом 110 + 1 подходов по 10 повторений с весом 90 
Date = 17.01.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 0 	Another:                                                        Другое упражнение №1: Подтягивания ; 1 подходов по 5 повторений с весом 0 + 1 подходов по 7 повторений с весом 0 + 5 подходов по 10 повторений с весом 0 + 1 подходов по 7 повторений с весом 0 + 1 подходов по 5 повторений с весом 0 Другое упражнение №2: Упражнение на пресс ; 1 подходов по 12 повторений с весом 0 + 1 подходов по 15 повторений с весом 0 + 4 подходов по 20 повторений с весом 0 + 1 подходов по 15 повторений с весом 0 + 1 подходов по 1 повторений с весом 0 при высоте 60 
Date = 20.01.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 0 	Another:                                                       Другое упражнение №1: Подтягивания ; 7 подходов по 6 повторений с весом 0 Другое упражнение №2: Упражнение на пресс ; 1 подходов по 15 повторений с весом 0 + 5 подходов по 20 повторений с весом 0 
Date = 22.01.2019 0:00:00 	Squat = 120,308 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 10720 	Another:                                                      Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 80 + 5 подходов по 8 повторений с весом 95 + 1 подходов по 15 повторений с весом 50 Другое упражнение №2: Жим под 45 ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 13 повторений с весом 40 + 5 подходов по 9 повторений с весом 60 + 1 подходов по 15 повторений с весом 40 
Date = 04.02.2019 0:00:00 	Squat = 126,64 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 7500 	Another:                                                     Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 80 + 5 подходов по 8 повторений с весом 100 + 1 подходов по 10 повторений с весом 80 + 1 подходов по 15 повторений с весом 50 
Date = 07.02.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 4100 	Another:                                                    Другое упражнение №1: Жим под 45 ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 12 повторений с весом 50 + 5 подходов по 8 повторений с весом 65 + 1 подходов по 10 повторений с весом 50 
Date = 21.02.2019 0:00:00 	Squat = 0 	Press = 86,645 	Lift = 0 	Weight = 73 	Tonnage = 4750 	Another:                                                   Другое упражнение №1: Жим лёжа ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 12 повторений с весом 50 + 5 подходов по 10 повторений с весом 65 + 1 подходов по 10 повторений с весом 50 
Date = 25.02.2019 21:57:48 	Squat = 99,975 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5650 	Another:                                                  Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 15 повторений с весом 50 + 5 подходов по 10 повторений с весом 75 + 1 подходов по 15 повторений с весом 50 
Date = 16.02.2019 0:00:00 	Squat = 93,31 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5400 	Another:                                                 Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 15 повторений с весом 50 + 5 подходов по 10 повторений с весом 70 + 1 подходов по 15 повторений с весом 50 
Date = 28.02.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5100 	Another:                                                Другое упражнение №1: Жим лёжа ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 12 повторений с весом 50 + 1 подходов по 10 повторений с весом 70 + 1 подходов по 10 повторений с весом 70 + 1 подходов по 10 повторений с весом 70 + 1 подходов по 10 повторений с весом 70 + 1 подходов по 10 повторений с весом 70 + 1 подходов по 12 повторений с весом 50 
Date = 03.03.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5900 	Another:                                               Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 80 + 1 подходов по 10 повторений с весом 80 + 1 подходов по 10 повторений с весом 80 + 1 подходов по 10 повторений с весом 80 + 1 подходов по 10 повторений с весом 80 + 1 подходов по 15 повторений с весом 50 
Date = 06.03.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5350 	Another:                                              Другое упражнение №1: Жим лёжа ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 12 повторений с весом 50 + 1 подходов по 10 повторений с весом 75 + 1 подходов по 10 повторений с весом 75 + 1 подходов по 10 повторений с весом 75 + 1 подходов по 10 повторений с весом 75 + 1 подходов по 10 повторений с весом 75 + 1 подходов по 12 повторений с весом 50 
Date = 09.03.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 6930 	Another:                                             Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 15 повторений с весом 50 + 1 подходов по 12 повторений с весом 65 + 1 подходов по 10 повторений с весом 85 + 1 подходов по 10 повторений с весом 85 + 1 подходов по 10 повторений с весом 85 + 1 подходов по 10 повторений с весом 85 + 1 подходов по 10 повторений с весом 85 + 1 подходов по 15 повторений с весом 50 
Date = 12.03.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5350 	Another:                                            Другое упражнение №1: Жим лёжа ; 1 подходов по 20 повторений с весом 20 + 1 подходов по 12 повторений с весом 50 + 1 подходов по 10 повторений с весом 75 + 1 подходов по 10 повторений с весом 75 + 1 подходов по 10 повторений с весом 75 + 1 подходов по 10 повторений с весом 75 + 1 подходов по 10 повторений с весом 75 + 1 подходов по 12 повторений с весом 50 
Date = 15.03.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 6780 	Another:                                           Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 12 повторений с весом 65 + 1 подходов по 10 повторений с весом 90 + 1 подходов по 10 повторений с весом 90 + 1 подходов по 10 повторений с весом 90 + 1 подходов по 10 повторений с весом 90 + 1 подходов по 10 повторений с весом 90 + 1 подходов по 15 повторений с весом 50 
Date = 18.03.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5120 	Another:                                          Другое упражнение №1: Жим лёжа ; 1 подходов по 12 повторений с весом 50 + 1 подходов по 12 повторений с весом 60 + 1 подходов по 8 повторений с весом 80 + 1 подходов по 8 повторений с весом 80 + 1 подходов по 8 повторений с весом 80 + 1 подходов по 8 повторений с весом 80 + 1 подходов по 8 повторений с весом 80 + 1 подходов по 12 повторений с весом 50 
Date = 21.03.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 6950 	Another:                                         Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 70 + 1 подходов по 10 повторений с весом 95 + 1 подходов по 10 повторений с весом 95 + 1 подходов по 10 повторений с весом 95 + 1 подходов по 10 повторений с весом 95 + 1 подходов по 10 повторений с весом 95 + 1 подходов по 15 повторений с весом 50 
Date = 24.03.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5320 	Another:                                        Другое упражнение №1: Жим лёжа ; 1 подходов по 12 повторений с весом 50 + 1 подходов по 12 повторений с весом 60 + 1 подходов по 8 повторений с весом 85 + 1 подходов по 8 повторений с весом 85 + 1 подходов по 8 повторений с весом 85 + 1 подходов по 8 повторений с весом 85 + 1 подходов по 8 повторений с весом 85 + 1 подходов по 12 повторений с весом 50 
Date = 01.04.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5870 	Another:                                       Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 70 + 1 подходов по 8 повторений с весом 90 + 1 подходов по 6 повторений с весом 100 + 1 подходов по 6 повторений с весом 100 + 1 подходов по 6 повторений с весом 100 + 1 подходов по 6 повторений с весом 100 + 1 подходов по 6 повторений с весом 100 + 1 подходов по 10 повторений с весом 70 
Date = 04.04.2019 0:00:00 	Squat = 0 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5380 	Another:                                      Другое упражнение №1: Жим лёжа ; 1 подходов по 12 повторений с весом 50 + 1 подходов по 12 повторений с весом 70 + 1 подходов по 10 повторений с весом 90 + 1 подходов по 8 повторений с весом 90 + 1 подходов по 8 повторений с весом 90 + 1 подходов по 8 повторений с весом 90 + 1 подходов по 7 повторений с весом 90 + 1 подходов по 5 повторений с весом 50 
Date = 08.04.2019 0:00:00 	Squat = 125,979 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 6200 	Another:                                     Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 70 + 1 подходов по 10 повторений с весом 90 + 1 подходов по 6 повторений с весом 105 + 1 подходов по 6 повторений с весом 105 + 1 подходов по 6 повторений с весом 105 + 1 подходов по 6 повторений с весом 105 + 1 подходов по 6 повторений с весом 105 + 1 подходов по 10 повторений с весом 70 
Date = 15.04.2019 0:00:00 	Squat = 0 	Press = 113,976 	Lift = 0 	Weight = 73 	Tonnage = 5210 	Another:                                    Другое упражнение №1: Жим лёжа ; 1 подходов по 12 повторений с весом 50 + 1 подходов по 10 повторений с весом 70 + 1 подходов по 8 повторений с весом 90 + 1 подходов по 8 повторений с весом 90 + 1 подходов по 8 повторений с весом 90 + 1 подходов по 5 повторений с весом 90 + 1 подходов по 10 повторений с весом 70 + 1 подходов по 12 повторений с весом 50 
Date = 21.04.2019 0:00:00 	Squat = 131,978 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 6170 	Another:                                   Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 70 + 1 подходов по 8 повторений с весом 90 + 1 подходов по 6 повторений с весом 110 + 1 подходов по 6 повторений с весом 110 + 1 подходов по 6 повторений с весом 110 + 1 подходов по 6 повторений с весом 110 + 1 подходов по 6 повторений с весом 110 + 1 подходов по 10 повторений с весом 70 
Date = 29.04.2019 0:00:00 	Squat = 0 	Press = 93,31 	Lift = 0 	Weight = 73 	Tonnage = 3600 	Another:                                  Другое упражнение №1: Жим лёжа ; 2 подходов по 10 повторений с весом 70 + 2 подходов по 10 повторений с весом 60 + 2 подходов по 10 повторений с весом 50 
Date = 08.05.2019 0:00:00 	Squat = 137,977 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 6320 	Another:                                 Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 70 + 1 подходов по 8 повторений с весом 90 + 1 подходов по 6 повторений с весом 115 + 1 подходов по 6 повторений с весом 115 + 1 подходов по 6 повторений с весом 115 + 1 подходов по 6 повторений с весом 115 + 1 подходов по 6 повторений с весом 115 + 1 подходов по 10 повторений с весом 70 
Date = 14.05.2019 0:00:00 	Squat = 99,1525 	Press = 79,98 	Lift = 0 	Weight = 73 	Tonnage = 6000 	Another:                                Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 60 + 1 подходов по 8 повторений с весом 75 + 4 подходов по 6 повторений с весом 85 + 1 подходов по 12 повторений с весом 55 Другое упражнение №2: Жим лёжа ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 60 
Date = 17.05.2019 0:00:00 	Squat = 0 	Press = 93,31 	Lift = 0 	Weight = 73 	Tonnage = 5330 	Another:                               Другое упражнение №1: Жим лёжа ; 1 подходов по 15 повторений с весом 50 + 2 подходов по 17 повторений с весом 70 Другое упражнение №2: Жим лёжа узким хватом ; 2 подходов по 10 повторений с весом 60 Другое упражнение №3: Жим лёжа обратным хватом ; 2 подходов по 10 повторений с весом 50 
Date = 23.05.2019 0:00:00 	Squat = 122,4825 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 6410 	Another:                              Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 60 + 1 подходов по 8 повторений с весом 75 + 1 подходов по 5 повторений с весом 85 + 1 подходов по 5 повторений с весом 100 + 3 подходов по 5 повторений с весом 105 + 1 подходов по 5 повторений с весом 100 + 1 подходов по 8 повторений с весом 85 + 1 подходов по 12 повторений с весом 65 
Date = 28.05.2019 0:00:00 	Squat = 110,8175 	Press = 79,98 	Lift = 0 	Weight = 73 	Tonnage = 6415 	Another:                             Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 60 + 1 подходов по 8 повторений с весом 75 + 1 подходов по 6 повторений с весом 90 + 1 подходов по 5 повторений с весом 95 + 2 подходов по 5 повторений с весом 90 + 1 подходов по 15 повторений с весом 50 Другое упражнение №2: Жим лёжа ; 1 подходов по 12 повторений с весом 50 + 2 подходов по 10 повторений с весом 60 
Date = 01.06.2019 0:00:00 	Squat = 0 	Press = 96,2464 	Lift = 0 	Weight = 73 	Tonnage = 4000 	Another:                            Другое упражнение №1: Жим лёжа ; 1 подходов по 12 повторений с весом 50 + 2 подходов по 8 повторений с весом 75 Другое упражнение №2: Жим лёжа узким хватом ; 2 подходов по 10 повторений с весом 60 Другое упражнение №3: Жим лёжа обратным хватом ; 2 подходов по 10 повторений с весом 50 
Date = 05.06.2019 0:00:00 	Squat = 130,318 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5925 	Another:                           Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 60 + 1 подходов по 8 повторений с весом 75 + 1 подходов по 7 повторений с весом 85 + 1 подходов по 4 повторений с весом 100 + 1 подходов по 4 повторений с весом 105 + 3 подходов по 4 повторений с весом 115 + 1 подходов по 4 повторений с весом 105 + 1 подходов по 8 повторений с весом 95 
Date = 12.06.2019 0:00:00 	Squat = 115,4895 	Press = 79,98 	Lift = 0 	Weight = 73 	Tonnage = 4885 	Another:                          Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 60 + 1 подходов по 8 повторений с весом 75 + 1 подходов по 5 повторений с весом 85 + 1 подходов по 4 повторений с весом 95 + 1 подходов по 3 повторений с весом 100 + 2 подходов по 3 повторений с весом 105 Другое упражнение №2: Жим лёжа ; 1 подходов по 12 повторений с весом 50 + 1 подходов по 10 повторений с весом 60 
Date = 08.06.2019 0:00:00 	Squat = 0 	Press = 94,98 	Lift = 0 	Weight = 73 	Tonnage = 3720 	Another:                         Другое упражнение №1: Жим лёжа ; 1 подходов по 12 повторений с весом 50 + 2 подходов по 8 повторений с весом 75 Другое упражнение №2: Жим лёжа узким хватом ; 2 подходов по 8 повторений с весом 65 Другое упражнение №3: Жим лёжа обратным хватом ; 2 подходов по 8 повторений с весом 55 
Date = 20.06.2019 0:00:00 	Squat = 131,988 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 6390 	Another:                        Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 8 повторений с весом 75 + 1 подходов по 10 повторений с весом 60 + 1 подходов по 5 повторений с весом 85 + 1 подходов по 4 повторений с весом 100 + 1 подходов по 3 повторений с весом 115 + 2 подходов по 3 повторений с весом 120 + 2 подходов по 5 повторений с весом 105 + 2 подходов по 10 повторений с весом 75 
Date = 24.06.2019 0:00:00 	Squat = 0 	Press = 93,32 	Lift = 0 	Weight = 73 	Tonnage = 4050 	Another:                       Другое упражнение №1: Жим лёжа ; 1 подходов по 12 повторений с весом 50 + 1 подходов по 10 повторений с весом 65 + 2 подходов по 5 повторений с весом 80 Другое упражнение №2: Жим лёжа узким хватом ; 2 подходов по 8 повторений с весом 70 Другое упражнение №3: Жим лёжа обратным хватом ; 2 подходов по 8 повторений с весом 55 
Date = 28.06.2019 0:00:00 	Squat = 120,989 	Press = 86,645 	Lift = 0 	Weight = 73 	Tonnage = 5185 	Another:                      Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 12 повторений с весом 50 + 1 подходов по 10 повторений с весом 60 + 1 подходов по 8 повторений с весом 75 + 1 подходов по 5 повторений с весом 85 + 1 подходов по 4 повторений с весом 100 + 2 подходов по 3 повторений с весом 110 Другое упражнение №2: Жим лёжа ; 1 подходов по 12 повторений с весом 50 + 2 подходов по 10 повторений с весом 65 
Date = 04.07.2019 0:00:00 	Squat = 133,325 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 3945 	Another:                     Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 12 повторений с весом 50 + 1 подходов по 10 повторений с весом 60 + 1 подходов по 8 повторений с весом 75 + 1 подходов по 5 повторений с весом 85 + 1 подходов по 4 повторений с весом 100 + 1 подходов по 2 повторений с весом 115 + 1 подходов по 2 повторений с весом 120 + 1 подходов по 2 повторений с весом 125 + 1 подходов по 6 повторений с весом 100 
Date = 09.07.2019 0:00:00 	Squat = 0 	Press = 99,1525 	Lift = 0 	Weight = 73 	Tonnage = 3400 	Another:                    Другое упражнение №1: Жим лёжа ; 1 подходов по 12 повторений с весом 50 + 1 подходов по 10 повторений с весом 65 + 2 подходов по 5 повторений с весом 85 Другое упражнение №2: Жим лёжа узким хватом ; 2 подходов по 5 повторений с весом 70 Другое упражнение №3: Жим лёжа обратным хватом ; 2 подходов по 5 повторений с весом 60 | Комментарий: В этот день я порвал левый трицепс, потом сделал перерыв на неделю, потом начал понемногу делать жим широким хватом, но тренировки не записывал
Date = 12.07.2019 0:00:00 	Squat = 116,65 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 4725 	Another:                   Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 12 повторений с весом 50 + 1 подходов по 10 повторений с весом 60 + 1 подходов по 8 повторений с весом 75 + 1 подходов по 5 повторений с весом 85 + 5 подходов по 5 повторений с весом 100 
Date = 24.07.2019 0:00:00 	Squat = 122,659 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 3070 	Another:                  Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 12 повторений с весом 50 + 1 подходов по 10 повторений с весом 60 + 1 подходов по 8 повторений с весом 75 + 1 подходов по 5 повторений с весом 85 + 1 подходов по 3 повторений с весом 100 + 1 подходов по 3 повторений с весом 105 + 1 подходов по 2 повторений с весом 115 
Date = 24.07.2019 0:00:00 	Squat = 122,659 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5220 	Another:                 Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 12 повторений с весом 50 + 1 подходов по 10 повторений с весом 60 + 1 подходов по 8 повторений с весом 75 + 1 подходов по 5 повторений с весом 85 + 1 подходов по 3 повторений с весом 100 + 1 подходов по 3 повторений с весом 105 + 1 подходов по 2 повторений с весом 115 + 1 подходов по 6 повторений с весом 100 + 1 подходов по 10 повторений с весом 80 + 1 подходов по 15 повторений с весом 50 
Date = 02.08.2019 0:00:00 	Squat = 111,993 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5485 	Another:                Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 60 + 1 подходов по 8 повторений с весом 75 + 1 подходов по 5 повторений с весом 85 + 1 подходов по 3 повторений с весом 100 + 6 подходов по 2 повторений с весом 105 + 1 подходов по 10 повторений с весом 80 + 1 подходов по 15 повторений с весом 50 
Date = 10.08.2019 0:00:00 	Squat = 140 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 7185 	Another:               Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 60 + 1 подходов по 8 повторений с весом 75 + 1 подходов по 5 повторений с весом 85 + 1 подходов по 3 повторений с весом 100 + 1 подходов по 2 повторений с весом 115 + 1 подходов по 1 повторений с весом 120 + 1 подходов по 1 повторений с весом 125 + 1 подходов по 1 повторений с весом 130 + 1 подходов по 1 повторений с весом 135 + 1 подходов по 1 повторений с весом 140 + 1 подходов по 3 повторений с весом 110 + 1 подходов по 10 повторений с весом 80 + 1 подходов по 50 повторений с весом 50 
Date = 20.08.2019 0:00:00 	Squat = 113,981 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5870 	Another:              Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 65 + 1 подходов по 8 повторений с весом 80 + 4 подходов по 6 повторений с весом 95 + 1 подходов по 10 повторений с весом 80 + 1 подходов по 15 повторений с весом 50 
Date = 26.08.2019 0:00:00 	Squat = 134,1475 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 6940 	Another:             Другое упражнение №1: Присед со штангой на плечах ; 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 65 + 1 подходов по 8 повторений с весом 80 + 1 подходов по 5 повторений с весом 95 + 1 подходов по 5 повторений с весом 110 + 3 подходов по 5 повторений с весом 115 + 1 подходов по 5 повторений с весом 110 + 1 подходов по 8 повторений с весом 95 + 1 подходов по 12 повторений с весом 70 
Date = 03.09.2019 0:00:00 	Squat = 116 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 6085 	Another:            Другое упражнение №1: Присед со штангой на плечах ;+ 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 65 + 1 подходов по 8 повторений с весом 80 + 1 подходов по 6 повторений с весом 95 + 1 подходов по 5 повторений с весом 100 + 1 подходов по 5 повторений с весом 95 + 1 подходов по 5 повторений с весом 95 + 1 подходов по 5 повторений с весом 95 + 1 подходов по 10 повторений с весом 80 + 1 подходов по 15 повторений с весом 50 
Date = 10.09.2019 21:18:34 	Squat = 135,984 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 7780 	Another:           Другое упражнение №1: Присед со штангой на плечах ;+ 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 65 + 1 подходов по 8 повторений с весом 80 + 1 подходов по 5 повторений с весом 95 + 1 подходов по 4 повторений с весом 110 + 1 подходов по 4 повторений с весом 115 + 1 подходов по 4 повторений с весом 120 + 1 подходов по 4 повторений с весом 120 + 1 подходов по 4 повторений с весом 120 + 1 подходов по 5 повторений с весом 115 + 1 подходов по 8 повторений с весом 100 + 1 подходов по 10 повторений с весом 80 + 1 подходов по 15 повторений с весом 50 
Date = 23.09.2019 0:00:00 	Squat = 120,989 	Press = 0 	Lift = 0 	Weight = 73 	Tonnage = 5785 	Another:          Другое упражнение №1: Присед со штангой на плечах ;+ 1 подходов по 15 повторений с весом 50 + 1 подходов по 10 повторений с весом 65 + 1 подходов по 8 повторений с весом 80 + 1 подходов по 5 повторений с весом 95 + 1 подходов по 4 повторений с весом 100 + 4 подходов по 3 повторений с весом 110 + 1 подходов по 10 повторений с весом 80 + 1 подходов по 15 повторений с весом 50 
